president,subgroup,pollster,sponsors,startdate,enddate,samplesize,population,weight,influence,tracking,approve,disapprove,net,adjusted_approve,adjusted_disapprove,adjusted_net,url,createddate,timestamp
Donald Trump (2nd term),Voters,Rasmussen Reports,,2/28/2025,3/6/2025,1500, LV,0.2123621,0,TRUE,50,48,2,48.36165,48.55627,-0.194622,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,3/6/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),Adults,Gallup,,2/3/2025,2/16/2025,1004, A,1.134004,0,,45,51,-6,45.92558,50.01283,-4.08725,https://news.gallup.com/poll/656891/trump-job-approval-rating-congress-jumps.aspx,2/16/2025,17:16:54 13 Apr 2025
Donald Trump (2nd term),Voters,Rasmussen Reports,,2/3/2025,2/7/2025,1500, LV,0.1548886,0,TRUE,52,45,7,50.36165,45.55627,4.805378,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term ,2/7/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),Voters,Rasmussen Reports,,1/23/2025,1/29/2025,1500, LV,0.1292621,0,TRUE,50,47,3,48.36165,47.55627,0.805378,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term ,1/29/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),All polls,Ipsos,The Washington Post,2/13/2025,2/18/2025,2601, A,0.6271775,0,,45,53,-8,46.94195,51.87397,-4.932018,https://www.washingtonpost.com/politics/2025/02/20/trump-poll-unpopular-post-ipsos/,2/18/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),Voters,RMG Research,Napolitan News Service,2/3/2025,2/6/2025,3000, RV,0.7463244,0,,51,45,6,48.37474,46.96177,1.412971,https://napolitannews.org/posts/president-trump-job-approval-51-percent-approve-45-disapprove,2/6/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),All polls,YouGov,Economist,3/9/2025,3/11/2025,1699, A,0.6697838,0,,47,47,0,47.09542,48.02879,-0.9333687,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ddjSlqx.pdf#page=35,3/11/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),Voters,Rasmussen Reports,,2/25/2025,3/3/2025,1500, LV,0.106619,0,TRUE,50,48,2,48.36165,48.55627,-0.194622,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term ,3/3/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),All polls,Echelon Insights,,2/10/2025,2/13/2025,1010, LV,1.048833,0,,52,46,6,51.38212,46.27949,5.102627,https://echeloninsights.com/in-the-news/feb-2025-verified-voter-omnibus-2-2/,2/13/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),Voters,YouGov,Economist,1/26/2025,1/28/2025,1376, RV,0.9253371,0,,50,46,4,50.07023,45.88137,4.188858,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_m8tctwx.pdf,1/28/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),Voters,YouGov,Economist,2/23/2025,2/25/2025,1444, RV,0.6436631,0,,48,47,1,48.07023,46.88137,1.188858,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_1q7T4HA.pdf,2/25/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),Voters,co/efficient,,2/15/2025,2/17/2025,2063, LV,1.477816,0,,48,48,0,47.74837,47.51486,0.2335129,https://coefficient.org/doge-part-1/,2/17/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),All polls,RMG Research,Napolitan News Service,3/3/2025,3/6/2025,2000, RV,0.6108179,0,,51,47,4,48.07474,49.16923,-1.09449,https://napolitannews.org/posts/president-trump-job-approval-51-percent-approve-47-disapprove,3/6/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),All polls,Clarity Campaign Labs,,3/3/2025,3/9/2025,1036, RV,1.100041,0,,50,46,4,49.59468,47.25497,2.33971,https://static1.squarespace.com/static/61ae8d5e55be5c7314b4c83a/t/67d0921f11ba8d57a17670a9/1741722147070/Clarity+Omnibus+Overview+-+March+2025+PUBLIC.pdf,3/9/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),All polls,YouGov,Hoover Institution,2/19/2025,2/24/2025,1645, A,0.4479873,0,,47,42,5,47.09542,43.02879,4.066631,https://hoover.org/sites/default/files/2025-03/Crosstabs%20-%20Tariff%20Policy%20-%20Hoover%20Institution%20Survey.pdf?_gl=1*1qsu47j*_gcl_au*NzgxODA1ODkuMTc0MTM4OTE0NQ..*_ga*MTY2Nzg3Njc3OC4xNzQxMzg5MTQ1*_ga_0PJBLNCVZ1*MTc0MTM4OTE0NS4xLjEuMTc0MTM4OTE0NS42MC4wLjA.,2/24/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),All polls,Rasmussen Reports,,2/26/2025,3/4/2025,1500, LV,0.1063461,0,TRUE,51,47,4,49.09159,47.71701,1.37458,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term ,3/4/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),Voters,RMG Research,Napolitan News Service,2/10/2025,2/14/2025,3000, RV,0.7545885,0,,55,43,12,52.37474,44.96177,7.412971,https://napolitannews.org/posts/president-trump-job-approval-55-percent-approve-43-disapprove,2/14/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),Voters,Rasmussen Reports,,2/20/2025,2/26/2025,1500, LV,0.4117362,0,TRUE,50,49,1,48.36165,49.55627,-1.194622,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term ,2/26/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),Voters,RMG Research,Napolitan News Service,2/18/2025,2/21/2025,3000, RV,0.733191,0,,53,44,9,50.37474,45.96177,4.412971,https://napolitannews.org/posts/president-trump-job-approval-53-percent-approve-44-disapprove,2/21/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),All polls,co/efficient,,1/25/2025,1/28/2025,1570, LV,1.365183,0,,52,47,5,51.55688,46.56241,4.994473,https://coefficient.org/post-inauguration-study/,1/28/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),All polls,Rasmussen Reports,,2/19/2025,2/25/2025,1500, LV,0.2061266,0,TRUE,50,48,2,48.09159,48.71701,-0.6254196,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term ,2/25/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),All polls,Rasmussen Reports,,2/13/2025,2/19/2025,1500, LV,0.1040446,0,TRUE,52,47,5,50.09159,47.71701,2.37458,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term ,2/19/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),All polls,YouGov,,2/14/2025,2/18/2025,1135, A,0.3909405,0,,46,46,0,46.09542,47.02879,-0.9333687,https://d3nkl3psvxxpe9.cloudfront.net/documents/News_Consumption_poll_results_An53LUg.pdf,2/18/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),Voters,J.L. Partners,Daily Mail,3/5/2025,3/7/2025,1019, RV,0.8949394,0,,45,46,-1,45.96043,48.84525,-2.884819,https://www.dailymail.co.uk/news/article-14482029/Trumps-latest-approval-rating-50-days-revealed-issue-destroy-presidency.html,3/7/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),Adults,YouGov,Economist,3/1/2025,3/4/2025,1638, A,0.5583388,0,,48,46,2,47.41605,47.67289,-0.2568398,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_uHE5Cxl.pdf,3/4/2025,17:16:54 13 Apr 2025
Donald Trump (2nd term),Voters,RMG Research,Napolitan News Service,3/3/2025,3/6/2025,2000, RV,0.6108179,0,,51,47,4,48.37474,48.96177,-0.5870285,https://napolitannews.org/posts/president-trump-job-approval-51-percent-approve-47-disapprove,3/6/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),Adults,Ipsos,Reuters,1/24/2025,1/26/2025,1034, A,0.7126351,0,,45,46,-1,46.2837,45.4628,0.8209,https://www.reuters.com/world/us/americans-sour-some-trumps-early-moves-reutersipsos-poll-finds-2025-01-28/,1/26/2025,17:16:54 13 Apr 2025
Donald Trump (2nd term),All polls,Rasmussen Reports,,1/30/2025,2/5/2025,1500, LV,0.1129072,0,TRUE,51,45,6,49.09159,45.71701,3.37458,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term ,2/5/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),All polls,Emerson College,,3/2/2025,3/3/2025,1000, RV,1.18439,0,,48,43.1,4.900002,48.05189,45.27157,2.780323,https://emersoncollegepolling.com/march-2025-national-poll/,3/3/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),Voters,American Research Group,,2/17/2025,2/20/2025,1004, RV,0.880228,0,,43,51,-8,44.26507,50.14457,-5.879498,https://americanresearchgroup.com/economy/,2/20/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),All polls,Blueprint Polling,,2/16/2025,2/17/2025,1383, RV,1.110317,0,,47,48,-1,47.61582,47.72105,-0.1052284,https://blueprint-research.com/polling/trump-dems-moment-3-6/,2/17/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),Voters,Rasmussen Reports,,2/27/2025,3/5/2025,1500, LV,0.106201,0,TRUE,50,48,2,48.36165,48.55627,-0.194622,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term ,3/5/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),All polls,Ipsos,Reuters,2/13/2025,2/18/2025,4145, A,0.7556908,0,,44,51,-7,45.94195,49.87397,-3.932018,https://www.reuters.com/world/us/trumps-approval-rating-slips-americans-worry-about-economy-2025-02-19/,2/18/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),Voters,Cygnal,,3/3/2025,3/5/2025,1500, LV,1.651151,0,,47.4,50.7,-3.299999,47.1997,50.17414,-2.974442,https://www.cygn.al/wp-content/uploads/2025/03/22915-Cygnal-National-NVT-Mar25-Deck-Public.pdf,3/5/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),Voters,Morning Consult,,1/24/2025,1/26/2025,2302, RV,0.7959085,0,,52,44,8,51.5505,43.81258,7.737919,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,1/26/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),Voters,Quinnipiac University,,1/23/2025,1/27/2025,1019, RV,1.259627,0,,46,43,3,48.03617,42.24505,5.791122,https://poll.qu.edu/poll-release?releaseid=3918,1/27/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),All polls,Marist College,NPR | PBS News,2/24/2025,2/26/2025,1694, A,1.574325,0,,45,49,-4,45.9057,48.64927,-2.743568,https://maristpoll.marist.edu/polls/the-state-of-the-union-march-2025/,2/26/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),All polls,RMG Research,Napolitan News Service,1/27/2025,1/31/2025,4000, RV,0.8660704,0,,53,43,10,50.07474,45.16923,4.90551,https://napolitannews.org/posts/president-trump-job-approval-53-percent-approve-43-disapprove,1/31/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),Adults,Ipsos,Reuters,2/21/2025,2/23/2025,1029, A,0.4874938,0,,44,50,-6,45.2837,49.4628,-4.1791,https://www.reuters.com/world/us/trump-approval-rating-holds-steady-44-reutersipsos-poll-finds-2025-02-25/,2/23/2025,17:16:54 13 Apr 2025
Donald Trump (2nd term),Voters,Rasmussen Reports,,2/5/2025,2/11/2025,1500, LV,0.1082117,0,TRUE,53,45,8,51.36165,45.55627,5.805378,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term ,2/11/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),Voters,Morning Consult,,1/31/2025,2/3/2025,2303, RV,0.6446912,0,,49,47,2,48.5505,46.81258,1.737919,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,2/3/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),Voters,RMG Research,Napolitan News Service,2/24/2025,2/28/2025,3000, RV,0.7220427,0,,53,45,8,50.37474,46.96177,3.412971,https://napolitannews.org/posts/president-trump-job-approval-53-percent-approve-45-disapprove,2/28/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),All polls,Rasmussen Reports,,3/5/2025,3/11/2025,1500, LV,0.1059175,0,TRUE,51,47,4,49.09159,47.71701,1.37458,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,3/11/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),Voters,Rasmussen Reports,,3/2/2025,3/7/2025,1500, LV,0.249183,0,TRUE,51,48,3,49.36165,48.55627,0.805378,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,3/7/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),All polls,RMG Research,Napolitan News Service,3/6/2025,3/13/2025,3000, RV,0.6971431,0,,54,44,10,51.07474,46.16923,4.90551,https://napolitannews.org/posts/president-trump-job-approval-54-percent-approve-44-disapprove,3/13/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),All polls,McLaughlin & Associates,,2/11/2025,2/18/2025,1000, LV,0.6332094,0,,51,46,5,49.87468,46.31942,3.55526,https://mclaughlinonline.com/pols/wp-content/uploads/2025/02/National-February-Presentation-RELEASE-02-18-25.pdf,2/18/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),Adults,SSRS,CNN,3/6/2025,3/9/2025,1206, A,0.6733964,0,,45,54,-9,45.08851,52.53395,-7.445442,https://s3.documentcloud.org/documents/25558091/cnn-poll-trumps-performance-and-economy.pdf,3/9/2025,17:16:54 13 Apr 2025
Donald Trump (2nd term),Voters,Rasmussen Reports,,1/24/2025,1/30/2025,1500, LV,0.3760139,0,TRUE,52,45,7,50.36165,45.55627,4.805378,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term ,1/30/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),All polls,TIPP Insights,League of American Workers,3/4/2025,3/6/2025,1720, RV,1.426559,0,,43,48,-5,44.31242,49.82017,-5.507751,https://tippinsights.com/league-of-american-workers-poll-march-2025/#google_vignette,3/6/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),All polls,Quinnipiac University,,3/6/2025,3/10/2025,1198, RV,1.31116,0,,42,53,-11,43.84621,52.36332,-8.517109,https://poll.qu.edu/poll-release?releaseid=3921,3/10/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),All polls,YouGov,Economist,2/2/2025,2/4/2025,1604, A,0.5701517,0,,46,44,2,46.09542,45.02879,1.066631,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_c1AfT3R.pdf,2/4/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),All polls,Rasmussen Reports,,2/3/2025,2/7/2025,1500, LV,0.1548886,0,TRUE,52,45,7,50.09159,45.71701,4.37458,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term ,2/7/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),All polls,Gallup,,3/3/2025,3/16/2025,1002, A,1.200712,0,,43,53,-10,44.47943,51.47109,-6.991657,https://news.gallup.com/poll/658661/republicans-men-push-trump-approval-higher-second-term.aspx,3/16/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),Voters,Rasmussen Reports,,2/24/2025,2/28/2025,1500, LV,0.1482736,0,TRUE,50,48,2,48.36165,48.55627,-0.194622,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term ,2/28/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),All polls,Rasmussen Reports,,1/24/2025,1/30/2025,1500, LV,0.3760139,0,TRUE,52,45,7,50.09159,45.71701,4.37458,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term ,1/30/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),All polls,Rasmussen Reports,,2/10/2025,2/14/2025,1500, LV,0.1496611,0,TRUE,53,45,8,51.09159,45.71701,5.37458,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term ,2/14/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),Voters,J.L. Partners,Daily Mail,2/7/2025,2/9/2025,1017, RV,1.015341,0,,46,40,6,46.96043,42.84525,4.115181,https://jlpartners.com/trump-tracker-february-2025,2/9/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),All polls,Trafalgar Group/Insider Advantage,,2/7/2025,2/9/2025,1321, RV,0.9507654,0,,53.9,45.3,8.600002,52.52753,46.25103,6.276501,https://www.thetrafalgargroup.org/wp-content/uploads/2025/02/National-25-Trump-Approval-Full-Report-0210.pdf,2/9/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),Adults,Morning Consult,,1/21/2025,1/27/2025,45000, A,1.718826,0,TRUE,52.35,37.67,14.68,51.10021,40.40913,10.69108,https://pro.morningconsult.com/trackers/global-leader-approval,1/27/2025,17:16:54 13 Apr 2025
Donald Trump (2nd term),Voters,Echelon Insights,,1/22/2025,1/24/2025,1024, LV,1.211361,0,,51,43,8,50.66889,43.05056,7.618332,https://echeloninsights.com/in-the-news/dec-2024-verified-voter-omnibus-2/,1/24/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),All polls,Clarity Campaign Labs,,1/31/2025,2/6/2025,1102, RV,1.117145,0,,48,43,5,47.59468,44.25497,3.33971,https://static1.squarespace.com/static/61ae8d5e55be5c7314b4c83a/t/67aa57a7976e415c4d212706/1739216809584/Clarity+Omnibus+Overview+-+Jan_Feb+2025.pdf,2/6/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),All polls,Rasmussen Reports,,1/20/2025,1/24/2025,1500, LV,0.2133794,0,TRUE,52,43,9,50.09159,43.71701,6.37458,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term ,1/24/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),Voters,Cygnal,,2/4/2025,2/5/2025,1500, LV,1.657212,0,,49.8,47.5,2.299999,49.5997,46.97414,2.625561,https://www.cygn.al/poll-trump-winning-over-black-men-dei-skeptics-and-border-hawks-as-democrats-lose-ground/,2/5/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),All polls,YouGov,Economist,2/16/2025,2/18/2025,1603, A,0.4440114,0,,50,45,5,50.09542,46.02879,4.066631,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_KfNmvTk.pdf,2/18/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),Voters,RMG Research,Napolitan News Service,1/20/2025,1/23/2025,3000, RV,0.9274465,0,,57,39,18,54.37474,40.96177,13.41297,https://x.com/ScottWRasmussen/status/1882804554187538650,1/23/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),Adults,Research Co.,,1/22/2025,1/24/2025,1001, A,0.9517465,0,,50,46,4,49.76378,45.74374,4.020039,https://researchco.ca/2025/01/27/immigration-usa/,1/24/2025,17:16:54 13 Apr 2025
Donald Trump (2nd term),Adults,Ipsos,Reuters,1/20/2025,1/21/2025,1077, A,0.7492483,0,,47,41,6,48.2837,40.4628,7.8209,https://www.ipsos.com/en-us/reuters-ipsos-trump-inauguration-survey,1/21/2025,17:16:54 13 Apr 2025
Donald Trump (2nd term),Adults,AtlasIntel,,1/21/2025,1/23/2025,1882, A,1.910964,0,,50.1,49.7,0.3999977,49.35024,48.67604,0.6741982,https://cdn.atlasintel.org/ed3f5238-e823-495e-a877-628217de9e68.pdf,1/23/2025,17:16:54 13 Apr 2025
Donald Trump (2nd term),All polls,Emerson College,,3/8/2025,3/10/2025,1000, RV,1.214735,0,,47.2,45,2.200001,47.25189,47.17157,0.0803185,https://thehill.com/homenews/administration/5187064-trump-approval-rating-drops/,3/10/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),Adults,American Research Group,,2/17/2025,2/20/2025,1100, A,0.8966224,0,,43,51,-8,43.74018,50.70444,-6.96426,https://americanresearchgroup.com/economy/,2/20/2025,17:16:54 13 Apr 2025
Donald Trump (2nd term),Adults,The Bullfinch Group,Independent Center,2/22/2025,2/26/2025,1200, A,0.951969,0,,47,47,0,47.07825,47.3652,-0.2869492,https://projects.fivethirtyeight.com/polls/20250303_US_Bullfinch.pdf,2/26/2025,17:16:54 13 Apr 2025
Donald Trump (2nd term),Voters,Rasmussen Reports,,2/21/2025,2/25/2025,1500, LV,0,0,TRUE,50,48,2,48.36165,48.55627,-0.194622,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term ,2/25/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),All polls,Public Opinion Strategies,Paragon Health Institute,2/25/2025,3/2/2025,1000, RV,1.268962,0,,51,49,2,50.09921,48.77599,1.323219,https://paragoninstitute.org/medicaid/paragon-health-policy-survey-2025/,3/2/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),Adults,SSRS,CNN,2/13/2025,2/17/2025,1206, A,0.6979962,0,,47,52,-5,47.08851,50.53395,-3.445442,https://s3.documentcloud.org/documents/25539589/cnn-poll-on-trumps-performance-so-far.pdf,2/17/2025,17:16:54 13 Apr 2025
Donald Trump (2nd term),Voters,SSRS,CNN,2/24/2025,2/28/2025,, RV,0.6269624,0,,48,52,-4,48.56958,50.01412,-1.444538,https://www.cnn.com/2025/03/02/politics/poll-trump-negative-congress-address,2/28/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),All polls,McLaughlin & Associates,America's New Majority Project,3/4/2025,3/7/2025,2000, RV,0.756492,0,,50.4,49.6,0.8000031,49.27468,49.91942,-0.6447372,https://americasnewmajorityproject.com/wp-content/uploads/2025/03/20250307-NationalANMP-Topline.pdf,3/7/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),Voters,Clarity Campaign Labs,,3/3/2025,3/9/2025,1036, RV,1.100041,0,,50,46,4,49.71107,47.18073,2.530342,https://static1.squarespace.com/static/61ae8d5e55be5c7314b4c83a/t/67d0921f11ba8d57a17670a9/1741722147070/Clarity+Omnibus+Overview+-+March+2025+PUBLIC.pdf,3/9/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),Adults,Gallup,,1/21/2025,1/27/2025,1001, A,1.141809,0,,47,48,-1,47.92558,47.01283,0.9127502,https://news.gallup.com/poll/655955/trump-inaugural-approval-rating-historically-low-again.aspx,1/27/2025,17:16:54 13 Apr 2025
Donald Trump (2nd term),All polls,Rasmussen Reports,,2/20/2025,2/26/2025,1500, LV,0.4117362,0,TRUE,50,49,1,48.09159,49.71701,-1.62542,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term ,2/26/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),Voters,The Justice Research Fund,Working Families Power,2/24/2025,3/2/2025,2049, RV,1.05615,0,,47,50,-3,47.27082,49.44937,-2.178551,https://drive.google.com/file/d/1psgeNBsAPSV3-diBTaAIE4_wiFjYwk5y/view,3/2/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),Voters,Morning Consult,,2/7/2025,2/9/2025,2230, RV,0.5989048,0,,50,48,2,49.5505,47.81258,1.737919,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,2/9/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),Voters,Rasmussen Reports,,1/27/2025,1/31/2025,1500, LV,0.1688626,0,TRUE,52,45,7,50.36165,45.55627,4.805378,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term ,1/31/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),Adults,Ipsos,Reuters,3/3/2025,3/4/2025,1174, A,0.6324428,0,,44,51,-7,45.2837,50.4628,-5.1791,https://www.ipsos.com/en-us/three-five-americans-say-cost-living-going-wrong-direction,3/4/2025,17:16:54 13 Apr 2025
Donald Trump (2nd term),All polls,Global Strategy Group/GBAO (Navigator Research),,1/30/2025,2/3/2025,1000, RV,0.8567227,0,,49,47,2,49.10466,46.68984,2.414822,https://navigatorresearch.org/while-three-in-four-americans-see-trump-as-bringing-change-to-government-only-two-in-five-view-this-change-as-positive/,2/3/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),All polls,Marquette University Law School,,1/27/2025,2/5/2025,1063, A,1.552699,0,,48,52,-4,48.21675,50.3194,-2.10265,https://law.marquette.edu/poll/2025/02/11/detailed-results-of-the-marquette-law-school-supreme-court-poll-jan-27-feb-5-2025-national-issues/,2/5/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),All polls,Morning Consult,,3/7/2025,3/9/2025,2219, RV,0.3763533,0,,49,49,0,48.07719,50.28051,-2.20332,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,3/9/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),Voters,Civiqs,Daily Kos,2/28/2025,3/3/2025,1031, RV,1.124632,0,,48,52,-4,47.90398,51.01833,-3.114349,https://civiqs.com/reports/2025/03/04/report-americans-agree-russia-is-responsible-for-the-war,3/3/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),All polls,AtlasIntel,,2/24/2025,2/27/2025,2849, A,2.089712,0,,50.3,49.7,0.5999985,50.03307,48.17278,1.860291,https://www.atlasintel.org/poll/usa-national-2025-02-28,2/27/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),Voters,McLaughlin & Associates,America's New Majority Project,3/4/2025,3/7/2025,2000, RV,0.756492,0,,50.4,49.6,0.8000031,49.48619,49.78601,-0.2998199,https://americasnewmajorityproject.com/wp-content/uploads/2025/03/20250307-NationalANMP-Topline.pdf,3/7/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),All polls,Emerson College,,2/15/2025,2/17/2025,1000, RV,1.271225,0,,47.8,42.2,5.599998,47.85189,44.37157,3.48032,https://emersoncollegepolling.com/february-2025-national-poll-trump-presidential-approval-at-48-musk-doge-job-approval-at-41/,2/17/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),All polls,AtlasIntel,,3/7/2025,3/12/2025,2550, A,2.008152,0,,47.3,52.4,-5.100002,47.03307,50.87278,-3.83971,https://atlasintel.org/poll/usa-national-2025-03-17,3/12/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),Voters,Trafalgar Group/Insider Advantage,,3/5/2025,3/6/2025,800, RV,0.8496418,0,,49.5,45.3,4.200001,48.25103,46.166,2.08503,https://insideradvantage.com/insideradvantage-trafalgar-group-national-survey-trump-approval-post-zelensky-meeting-and-address-to-congress-remains-up-by-five-points/,3/6/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),Voters,YouGov,Economist,3/1/2025,3/4/2025,1491, RV,0.7036152,0,,49,49,0,49.07023,48.88137,0.188858,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_uHE5Cxl.pdf,3/4/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),Voters,Fabrizio Lee & Associates/Impact Research,AARP,1/27/2025,2/1/2025,3000, RV,1.205463,0,,48,47,1,48.41295,46.58203,1.830917,https://www.aarp.org/content/dam/aarp/research/topics/voter-opinion-research/politics/federal-tax-package-legislative-priorities.doi.10.26419-2fres.00921.001.pdf,2/1/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),All polls,Global Strategy Group/GBAO (Navigator Research),,2/20/2025,2/24/2025,1000, RV,0.8260709,0,,48,49,-1,48.10466,48.68984,-0.5851784,https://navigatorresearch.org/wp-content/uploads/2025/02/Navigator-Topline-F02.24.25.pdf,2/24/2025,17:16:51 13 Apr 2025
